카테고리,기능명,우선순위,상태,담당자,예상공수(일),설명,기술스택,의존성
체중관리,체중변화알림,중간,계획,모바일팀,3,체중 변화 및 목표 달성 알림,Push Notification,목표체중설정
루틴관리,운동루틴생성,높음,완료,모바일팀,6,개인 맞춤 운동 루틴 생성,SQLite,체중관리
루틴관리,루틴편집,높음,완료,모바일팀,4,기존 루틴 수정 및 운동 추가/삭제,SQLite,운동루틴생성
루틴관리,루틴복사,중간,완료,모바일팀,3,기존 루틴 복사 및 수정,SQLite,루틴편집
루틴관리,루틴공유,중간,진행중,모바일팀,5,다른 사용자와 루틴 공유,SQLite,루틴복사
루틴관리,추천루틴,낮음,계획,모바일팀,7,목표별 추천 운동 루틴 제공,ML/AI,루틴공유
운동종목,기본운동종목,높음,완료,모바일팀,4,웨이트/유산소/맨몸운동 기본 종목,SQLite,루틴관리
운동종목,운동종목검색,높음,완료,모바일팀,3,운동 이름으로 종목 검색,SQLite,기본운동종목
운동종목,커스텀운동,중간,완료,모바일팀,4,사용자 정의 운동 종목 추가,SQLite,운동종목검색
운동종목,운동설명,중간,진행중,모바일팀,5,운동별 설명 및 동영상 가이드,Video Player,커스텀운동
운동종목,근육부위분류,중간,완료,모바일팀,3,운동별 주요 근육 부위 분류,SQLite,운동설명
타이머기능,운동타이머,높음,완료,모바일팀,4,운동 시간 측정 타이머,React Native,운동종목
타이머기능,휴식타이머,높음,완료,모바일팀,3,세트 간 휴식 시간 타이머,React Native,운동타이머
타이머기능,인터벌타이머,중간,진행중,모바일팀,5,HIIT 등 인터벌 운동 타이머,React Native,휴식타이머
타이머기능,타이머설정,중간,완료,모바일팀,2,타이머 시간 사용자 설정,React Native,인터벌타이머
타이머기능,타이머알림,중간,완료,모바일팀,3,타이머 완료 시 소리/진동 알림,React Native,타이머설정
목표관리,운동목표설정,높음,완료,모바일팀,5,주간/월간 운동 목표 설정,SQLite,타이머기능
목표관리,목표진행률,높음,완료,모바일팀,4,목표 달성률 시각화,Chart.js,운동목표설정
목표관리,목표달성알림,중간,진행중,모바일팀,3,목표 달성 시 축하 알림,Push Notification,목표진행률
목표관리,목표수정,중간,완료,모바일팀,3,설정된 목표 수정 기능,SQLite,목표달성알림
목표관리,목표이력,낮음,계획,모바일팀,4,과거 목표 달성 이력 관리,SQLite,목표수정
통계분석,운동통계대시보드,높음,완료,모바일팀,7,전체 운동 통계 대시보드,Chart.js,목표관리
통계분석,주간통계,높음,완료,모바일팀,5,주간 운동량 및 성과 통계,Chart.js,운동통계대시보드
통계분석,월간통계,높음,완료,모바일팀,5,월간 운동 패턴 분석,Chart.js,주간통계
통계분석,근육부위분석,중간,진행중,모바일팀,6,근육 부위별 운동량 분석,Chart.js,월간통계
통계분석,운동강도분석,중간,계획,모바일팀,5,운동 강도 변화 추적,Chart.js,근육부위분석
소셜기능,운동친구,중간,진행중,모바일팀,6,운동 파트너 찾기 및 연결,SQLite,통계분석
소셜기능,운동기록공유,중간,진행중,모바일팀,4,SNS에 운동 기록 공유,Social API,운동친구
소셜기능,챌린지참여,낮음,계획,모바일팀,8,운동 챌린지 참여 및 경쟁,SQLite,운동기록공유
소셜기능,리더보드,낮음,계획,모바일팀,5,운동량 기반 순위표,SQLite,챌린지참여
소셜기능,운동그룹,낮음,계획,모바일팀,7,운동 그룹 생성 및 관리,SQLite,리더보드
알림기능,운동알림,높음,완료,모바일팀,4,운동 시간 알림 설정,Push Notification,소셜기능
알림기능,목표알림,높음,진행중,모바일팀,3,목표 달성 관련 알림,Push Notification,운동알림
알림기능,휴식일알림,중간,계획,모바일팀,3,과도한 운동 시 휴식 권장,Push Notification,목표알림
알림기능,동기부여알림,중간,계획,모바일팀,4,운동 동기부여 메시지 발송,Push Notification,휴식일알림
알림기능,알림설정,중간,완료,모바일팀,3,알림 시간 및 종류 설정,React Native,동기부여알림
데이터관리,데이터백업,높음,완료,모바일팀,5,클라우드 데이터 백업,iCloud/Google Drive,알림기능
데이터관리,데이터복원,높음,완료,모바일팀,4,백업 데이터 복원 기능,iCloud/Google Drive,데이터백업
데이터관리,데이터내보내기,중간,진행중,모바일팀,4,운동 데이터 CSV 내보내기,File System,데이터복원
데이터관리,데이터가져오기,중간,계획,모바일팀,5,외부 앱 데이터 가져오기,File System,데이터내보내기
데이터관리,데이터동기화,낮음,계획,모바일팀,6,다중 기기 간 데이터 동기화,Cloud Sync,데이터가져오기
헬스연동,헬스앱연동,중간,진행중,모바일팀,6,iOS Health/Google Fit 연동,Health API,데이터관리
헬스연동,웨어러블연동,중간,계획,모바일팀,8,Apple Watch/Galaxy Watch 연동,Wearable API,헬스앱연동
헬스연동,심박수측정,낮음,계획,모바일팀,5,실시간 심박수 모니터링,Health Sensor,웨어러블연동
헬스연동,칼로리계산,중간,진행중,모바일팀,4,운동별 소모 칼로리 계산,Calorie API,심박수측정
헬스연동,걸음수연동,낮음,계획,모바일팀,3,일일 걸음수 데이터 연동,Step Counter,칼로리계산
보안기능,생체인증,높음,완료,모바일팀,4,지문/얼굴 인식 로그인,Biometric,헬스연동
보안기능,PIN인증,높음,완료,모바일팀,3,4자리 PIN 번호 설정,React Native,생체인증
보안기능,자동잠금,중간,진행중,모바일팀,3,일정 시간 후 자동 잠금,React Native,PIN인증
보안기능,데이터암호화,높음,완료,백엔드팀,5,로컬 데이터 암호화 저장,Encryption,자동잠금
보안기능,개인정보보호,높음,완료,보안팀,4,개인 운동 데이터 보호,Privacy Framework,데이터암호화
UI/UX,메인대시보드,높음,완료,디자인팀,7,운동 현황 메인 대시보드,React Native,보안기능
UI/UX,운동기록화면,높음,완료,디자인팀,6,운동 기록 입력 화면 디자인,React Native,메인대시보드
UI/UX,통계화면,높음,완료,디자인팀,5,통계 차트 및 그래프 화면,Chart.js,운동기록화면
UI/UX,다크모드,중간,진행중,디자인팀,3,다크 테마 지원,React Native,통계화면
UI/UX,접근성,낮음,계획,디자인팀,4,시각 장애인 접근성 개선,React Native,다크모드
성능최적화,앱최적화,높음,완료,모바일팀,5,앱 실행 속도 최적화,React Native,UI/UX
성능최적화,데이터베이스최적화,중간,진행중,모바일팀,4,SQLite 쿼리 성능 최적화,SQLite,앱최적화
성능최적화,메모리관리,중간,계획,모바일팀,4,메모리 사용량 최적화,React Native,데이터베이스최적화
성능최적화,배터리최적화,중간,계획,모바일팀,3,배터리 소모 최적화,React Native,메모리관리
성능최적화,캐시관리,낮음,계획,모바일팀,3,데이터 캐싱 시스템,AsyncStorage,배터리최적화
오프라인기능,오프라인기록,높음,완료,모바일팀,6,인터넷 없이 운동 기록 가능,SQLite,성능최적화
오프라인기능,오프라인동기화,높음,진행중,모바일팀,5,온라인 연결 시 데이터 동기화,SQLite,오프라인기록
오프라인기능,로컬저장소,높음,완료,모바일팀,4,모든 데이터 로컬 저장,SQLite,오프라인동기화
오프라인기능,충돌해결,중간,계획,모바일팀,5,온라인/오프라인 데이터 충돌 해결,Conflict Resolution,로컬저장소
오프라인기능,오프라인알림,중간,계획,모바일팀,3,오프라인 상태에서도 알림 기능,Local Notification,충돌해결
테스트,단위테스트,높음,진행중,QA팀,10,컴포넌트 단위 테스트,Jest,오프라인기능
테스트,통합테스트,중간,계획,QA팀,8,기능 통합 테스트,Detox,단위테스트
테스트,성능테스트,중간,계획,QA팀,6,앱 성능 및 반응 속도 테스트,Performance Testing,통합테스트
테스트,사용성테스트,중간,계획,QA팀,5,사용자 경험 테스트,Manual Testing,성능테스트
테스트,보안테스트,높음,계획,보안팀,5,개인정보 보안 테스트,Security Testing,사용성테스트
배포,앱스토어배포,높음,진행중,DevOps팀,3,iOS App Store 배포,Xcode,테스트
배포,플레이스토어배포,높음,진행중,DevOps팀,3,Google Play Store 배포,Android Studio,앱스토어배포
배포,베타테스트,중간,진행중,DevOps팀,2,TestFlight/Firebase 베타 배포,TestFlight,플레이스토어배포
배포,업데이트관리,중간,계획,DevOps팀,4,앱 업데이트 관리 시스템,CodePush,베타테스트
배포,배포자동화,낮음,계획,DevOps팀,5,CI/CD 배포 자동화,GitHub Actions,업데이트관리 
