카테고리,기능명,우선순위,상태,담당자,예상공수(일),설명,기술스택,의존성
주문관리,주문생성,높음,완료,개발팀,6,주문 생성 처리,Order Creation,배송관리
주문관리,주문조회,높음,완료,개발팀,4,주문 내역 조회,Order View,주문생성
주문관리,주문수정,중간,완료,개발팀,5,주문 정보 수정,Order Edit,주문조회
주문관리,주문취소,중간,완료,개발팀,5,주문 취소 처리,Order Cancel,주문수정
주문관리,주문상태,높음,완료,개발팀,4,주문 상태 관리,Order Status,주문취소
알림시스템,푸시알림,높음,완료,개발팀,5,모바일 푸시 알림,Push Notification/FCM,없음
알림시스템,선물알림,높음,완료,개발팀,4,선물 관련 알림,Gift Notification,푸시알림
알림시스템,배송알림,높음,완료,개발팀,4,배송 상태 알림,Shipping Notification,선물알림
알림시스템,이벤트알림,중간,완료,개발팀,4,이벤트/프로모션 알림,Event Notification,배송알림
알림시스템,알림설정,중간,완료,개발팀,3,알림 on/off 설정,Notification Settings,이벤트알림
리뷰시스템,리뷰작성,중간,완료,개발팀,5,상품 리뷰 작성,Review Write,주문관리
리뷰시스템,리뷰조회,중간,완료,개발팀,4,리뷰 목록 조회,Review View,리뷰작성
리뷰시스템,리뷰평점,중간,완료,개발팀,4,별점 평가 시스템,Rating System,리뷰조회
리뷰시스템,리뷰이미지,중간,완료,개발팀,5,리뷰 이미지 첨부,Review Image,리뷰평점
리뷰시스템,리뷰신고,낮음,완료,개발팀,4,부적절한 리뷰 신고,Review Report,리뷰이미지
이벤트관리,이벤트생성,중간,완료,개발팀,6,이벤트/프로모션 생성,Event Creation,없음
이벤트관리,이벤트참여,중간,완료,개발팀,5,이벤트 참여 기능,Event Participation,이벤트생성
이벤트관리,쿠폰발급,중간,완료,개발팀,5,이벤트 쿠폰 발급,Coupon Issue,이벤트참여
이벤트관리,당첨자선정,낮음,완료,개발팀,5,이벤트 당첨자 선정,Winner Selection,쿠폰발급
이벤트관리,이벤트통계,낮음,완료,개발팀,4,이벤트 참여 통계,Event Analytics,당첨자선정
고객지원,FAQ시스템,중간,완료,고객지원팀,4,자주 묻는 질문,FAQ System,없음
고객지원,문의접수,중간,완료,고객지원팀,5,고객 문의 접수,Inquiry System,FAQ시스템
고객지원,채팅상담,중간,완료,고객지원팀,6,실시간 채팅 상담,Live Chat,문의접수
고객지원,상담이력,중간,완료,고객지원팀,4,상담 이력 관리,Support History,채팅상담
고객지원,만족도조사,낮음,완료,고객지원팀,4,고객 만족도 조사,Satisfaction Survey,상담이력
관리자기능,상품관리,높음,완료,관리자팀,6,관리자 상품 관리,Admin Product,없음
관리자기능,주문관리,높음,완료,관리자팀,6,관리자 주문 관리,Admin Order,상품관리
관리자기능,사용자관리,높음,완료,관리자팀,5,관리자 사용자 관리,Admin User,주문관리
관리자기능,통계대시보드,중간,완료,관리자팀,8,관리자 통계 대시보드,Admin Dashboard,사용자관리
관리자기능,시스템설정,중간,완료,관리자팀,5,시스템 설정 관리,System Settings,통계대시보드
분석기능,판매분석,중간,완료,데이터팀,6,판매 데이터 분석,Sales Analytics,없음
분석기능,사용자분석,중간,완료,데이터팀,5,사용자 행동 분석,User Analytics,판매분석
분석기능,상품분석,중간,완료,데이터팀,5,인기 상품 분석,Product Analytics,사용자분석
분석기능,트렌드분석,낮음,진행중,데이터팀,6,선물 트렌드 분석,Trend Analytics,상품분석
분석기능,수익분석,낮음,진행중,데이터팀,5,수익성 분석,Revenue Analytics,트렌드분석
API,상품API,높음,완료,개발팀,6,상품 관련 API,Product API,없음
API,주문API,높음,완료,개발팀,6,주문 관련 API,Order API,상품API
API,결제API,높음,완료,개발팀,6,결제 관련 API,Payment API,주문API
API,배송API,중간,완료,개발팀,5,배송 관련 API,Shipping API,결제API
API,사용자API,중간,완료,개발팀,5,사용자 관련 API,User API,배송API
보안,데이터암호화,높음,완료,보안팀,6,사용자 데이터 암호화,Data Encryption,없음
보안,결제보안,높음,완료,보안팀,6,결제 정보 보안,Payment Security,데이터암호화
보안,접근제어,높음,완료,보안팀,5,시스템 접근 제어,Access Control,결제보안
보안,개인정보보호,높음,완료,보안팀,5,개인정보 보호 정책,Privacy Protection,접근제어
보안,보안로그,높음,완료,보안팀,4,보안 이벤트 로깅,Security Logging,개인정보보호
성능최적화,이미지최적화,중간,완료,개발팀,5,상품 이미지 최적화,Image Optimization,없음
성능최적화,캐싱시스템,중간,완료,개발팀,6,데이터 캐싱,Redis/CDN,이미지최적화
성능최적화,데이터베이스최적화,중간,완료,개발팀,6,DB 쿼리 최적화,Database Optimization,캐싱시스템
성능최적화,로드밸런싱,중간,완료,인프라팀,6,서버 로드 밸런싱,Load Balancer,데이터베이스최적화
성능최적화,모니터링,높음,완료,인프라팀,5,시스템 성능 모니터링,Performance Monitoring,로드밸런싱
모바일지원,반응형디자인,높음,완료,프론트엔드팀,6,모바일 반응형 웹,Responsive Design,없음
모바일지원,모바일앱,중간,완료,모바일팀,15,네이티브 모바일 앱,React Native/Flutter,반응형디자인
모바일지원,PWA,중간,완료,프론트엔드팀,8,Progressive Web App,PWA/Service Worker,모바일앱
모바일지원,터치최적화,높음,완료,프론트엔드팀,4,터치 인터페이스 최적화,Touch Optimization,PWA
모바일지원,오프라인지원,낮음,진행중,프론트엔드팀,6,오프라인 모드 지원,Offline Support,터치최적화
테스트,단위테스트,중간,진행중,개발팀,10,컴포넌트 단위 테스트,Unit Testing,없음
테스트,통합테스트,중간,계획,개발팀,12,시스템 통합 테스트,Integration Testing,단위테스트
테스트,결제테스트,높음,계획,개발팀,8,결제 시스템 테스트,Payment Testing,통합테스트
테스트,성능테스트,중간,계획,개발팀,8,시스템 성능 테스트,Performance Testing,결제테스트
테스트,보안테스트,높음,계획,보안팀,8,보안 취약점 테스트,Security Testing,성능테스트 
