카테고리,기능명,우선순위,상태,담당자,예상공수(일),설명,기술스택,의존성
모바일지원,오프라인지원,낮음,진행중,프론트엔드팀,8,오프라인 모드 지원,Offline Support,터치최적화
모바일지원,앱알림,낮음,진행중,모바일팀,5,모바일 앱 알림,App Notification,오프라인지원
보안,데이터암호화,높음,완료,보안팀,6,개인정보 데이터 암호화,Data Encryption,모바일지원
보안,접근제어,높음,완료,보안팀,5,시스템 접근 제어,Access Control,데이터암호화
보안,감사로그,높음,완료,보안팀,5,시스템 사용 로그,Audit Log,접근제어
보안,개인정보보호,높음,완료,보안팀,5,개인정보 보호 정책,Privacy Protection,감사로그
보안,보안인증,중간,완료,보안팀,6,보안 인증 시스템,Security Authentication,개인정보보호
성능최적화,데이터베이스최적화,중간,완료,개발팀,6,DB 쿼리 최적화,Database Optimization,보안
성능최적화,캐싱시스템,중간,완료,개발팀,5,데이터 캐싱,Caching System,데이터베이스최적화
성능최적화,로드밸런싱,중간,완료,인프라팀,6,서버 로드 밸런싱,Load Balancer,캐싱시스템
성능최적화,성능모니터링,중간,완료,인프라팀,5,시스템 성능 모니터링,Performance Monitoring,로드밸런싱
성능최적화,자동스케일링,낮음,완료,인프라팀,8,자동 서버 스케일링,Auto Scaling,성능모니터링
분석기능,사용통계,중간,완료,데이터팀,5,시스템 사용 통계,Usage Analytics,성능최적화
분석기능,휴가패턴분석,중간,완료,데이터팀,6,휴가 사용 패턴 분석,Leave Pattern Analytics,사용통계
분석기능,부서별분석,낮음,완료,데이터팀,5,부서별 휴가 분석,Department Analytics,휴가패턴분석
분석기능,예측분석,낮음,진행중,데이터팀,8,휴가 수요 예측,Predictive Analytics,부서별분석
분석기능,대시보드,낮음,진행중,데이터팀,6,분석 대시보드,Analytics Dashboard,예측분석
테스트,단위테스트,중간,진행중,개발팀,10,컴포넌트 단위 테스트,Unit Testing,분석기능
테스트,통합테스트,중간,계획,개발팀,12,시스템 통합 테스트,Integration Testing,단위테스트
테스트,사용성테스트,높음,계획,UX팀,8,사용자 경험 테스트,Usability Testing,통합테스트
테스트,성능테스트,중간,계획,개발팀,8,시스템 성능 테스트,Performance Testing,사용성테스트
테스트,보안테스트,높음,계획,보안팀,8,보안 취약점 테스트,Security Testing,성능테스트 
