카테고리,기능명,우선순위,상태,담당자,예상공수(일),설명,기술스택,의존성
보안,개인키암호화,높음,계획,보안팀,4,개인키 로컬 암호화 저장,Qt/AES/Keychain,지갑생성
보안,하드웨어보안모듈,높음,계획,보안팀,8,HSM 연동 보안 강화,Qt/HSM SDK/C++,개인키암호화
보안,PIN설정,높음,계획,Qt개발팀,3,PIN 코드 설정,Qt/Crypto/SQLite,보안기본
보안,자동잠금,중간,계획,Qt개발팀,2,일정 시간 후 자동 잠금,Qt/Timer,PIN설정
보안,피싱방지,중간,계획,보안팀,4,악성 사이트 차단,Qt/Network/Blacklist,없음
네트워크,멀티체인지원,높음,계획,Qt개발팀,10,다중 블록체인 네트워크 지원,Qt/Multi-RPC/C++,지갑관리
네트워크,네트워크전환,높음,계획,Qt개발팀,4,네트워크 간 전환,Qt/Network/Config,멀티체인지원
네트워크,커스텀RPC,중간,계획,Qt개발팀,4,사용자 정의 RPC 추가,Qt/Network/JSON-RPC,네트워크전환
네트워크,네트워크상태확인,중간,계획,Qt개발팀,3,네트워크 연결 상태 확인,Qt/Network/Ping,네트워크기능
데이터관리,로컬데이터베이스,높음,계획,Qt개발팀,5,SQLite 기반 데이터 관리,Qt/SQLite/C++,지갑관리
데이터관리,데이터동기화,중간,계획,Qt개발팀,6,클라우드 데이터 동기화,Qt/Network/Encryption,로컬데이터베이스
데이터관리,데이터백업,중간,계획,Qt개발팀,4,로컬 데이터 백업,Qt/File I/O/Compression,데이터관리
데이터관리,데이터복구,중간,계획,Qt개발팀,4,백업 데이터 복구,Qt/File I/O/Validation,데이터백업
주소록,주소추가,중간,계획,Qt개발팀,3,자주 사용하는 주소 저장,Qt/SQLite,계정관리
주소록,주소편집,중간,계획,Qt개발팀,2,저장된 주소 수정,Qt/SQLite,주소추가
주소록,주소삭제,중간,계획,Qt개발팀,1,주소록에서 주소 삭제,Qt/SQLite,주소추가
주소록,QR코드스캔,중간,계획,Qt개발팀,5,QR 코드로 주소 입력,Qt/Camera/QR Library,주소록
설정,언어설정,낮음,계획,Qt개발팀,3,다국어 지원,Qt/i18n/Translation,없음
설정,통화설정,낮음,계획,Qt개발팀,3,표시 통화 변경,Qt/Currency API,없음
설정,알림설정,중간,계획,Qt개발팀,3,거래 알림 설정,Qt/System Notification,거래기능
설정,자동업데이트,중간,계획,Qt개발팀,5,앱 자동 업데이트,Qt/Network/Installer,없음
백업복구,파일백업,중간,계획,Qt개발팀,4,파일 시스템 백업,Qt/File I/O/Encryption,지갑백업
백업복구,클라우드백업,중간,계획,Qt개발팀,6,암호화된 클라우드 백업,Qt/Cloud API/Encryption,파일백업
백업복구,백업검증,중간,계획,Qt개발팀,3,백업 파일 무결성 검증,Qt/Hash/Checksum,백업기능
성능최적화,메모리최적화,중간,계획,Qt개발팀,4,메모리 사용량 최적화,Qt/C++/Memory Management,없음
성능최적화,CPU최적화,중간,계획,Qt개발팀,5,CPU 사용량 최적화,Qt/C++/Threading,메모리최적화
성능최적화,네트워크최적화,중간,계획,Qt개발팀,4,네트워크 요청 최적화,Qt/Network/Caching,네트워크기능
플랫폼지원,Windows지원,높음,계획,Qt개발팀,3,Windows 플랫폼 지원,Qt/Windows SDK,기본기능
플랫폼지원,macOS지원,높음,계획,Qt개발팀,4,macOS 플랫폼 지원,Qt/macOS SDK,기본기능
플랫폼지원,Linux지원,중간,계획,Qt개발팀,4,Linux 플랫폼 지원,Qt/Linux SDK,기본기능
플랫폼지원,패키징,중간,계획,Qt개발팀,5,각 플랫폼별 패키징,Qt Installer/Platform Tools,플랫폼지원
테스트,단위테스트,높음,계획,Qt개발팀,6,Qt 단위 테스트,Qt Test/C++,개발완료
테스트,통합테스트,높음,계획,Qt개발팀,8,시스템 통합 테스트,Qt Test/Automation,단위테스트
테스트,UI테스트,중간,계획,Qt개발팀,6,사용자 인터페이스 테스트,Qt Test/UI Automation,통합테스트
배포,설치프로그램,중간,계획,Qt개발팀,5,설치 프로그램 제작,Qt Installer Framework,패키징
배포,자동업데이트,중간,계획,Qt개발팀,6,자동 업데이트 시스템,Qt/Network/Installer,설치프로그램
배포,디지털서명,높음,계획,보안팀,3,실행 파일 디지털 서명,Code Signing/Certificate,배포준비 
