카테고리,기능명,우선순위,상태,담당자,예상공수(일),설명,기술스택,의존성
DeFi,스테이킹,중간,계획,SG개발팀,5,SG 토큰 스테이킹,SG Staking SDK,DeFi
DeFi,수익률조회,낮음,계획,SG개발팀,3,SG DeFi 수익률 확인,SG Analytics API,DeFi기능
보안,개인키암호화,높음,계획,보안팀,3,개인키 로컬 암호화 저장,SG Security/AES,지갑생성
보안,생체인증,높음,계획,SG개발팀,4,지문/얼굴 인식 잠금,SG Biometric API,개인키암호화
보안,PIN설정,높음,계획,SG개발팀,2,PIN 코드 설정,React/SG Security,생체인증
보안,자동잠금,중간,계획,SG개발팀,2,일정 시간 후 자동 잠금,React/SG Timer,PIN설정
보안,피싱방지,중간,계획,보안팀,3,악성 사이트 차단,SG Security/Blacklist,없음
네트워크,SG메인넷지원,높음,계획,SG개발팀,5,SG 메인넷 연결,SG SDK/Mainnet,지갑관리
네트워크,SG테스트넷지원,높음,계획,SG개발팀,3,SG 테스트넷 연결,SG SDK/Testnet,SG메인넷지원
네트워크,멀티체인지원,중간,계획,SG개발팀,8,다중 블록체인 네트워크 지원,SG SDK/Multi-Chain,네트워크기본
네트워크,네트워크전환,높음,계획,SG개발팀,3,네트워크 간 전환,SG SDK/Network Switch,멀티체인지원
네트워크,커스텀RPC,중간,계획,SG개발팀,3,사용자 정의 RPC 추가,SG SDK/Custom RPC,네트워크전환
네트워크,네트워크상태확인,중간,계획,SG개발팀,2,네트워크 연결 상태 확인,SG SDK/Network Status,네트워크기능
주소록,주소추가,중간,계획,SG개발팀,2,자주 사용하는 주소 저장,React/SG Storage,계정관리
주소록,주소편집,중간,계획,SG개발팀,1,저장된 주소 수정,React/SG Storage,주소추가
주소록,주소삭제,중간,계획,SG개발팀,1,주소록에서 주소 삭제,React/SG Storage,주소추가
주소록,QR코드스캔,중간,계획,SG개발팀,3,QR 코드로 주소 입력,React/QR Scanner,주소록
설정,언어설정,낮음,계획,SG개발팀,2,다국어 지원,React/SG i18n,없음
설정,통화설정,낮음,계획,SG개발팀,2,표시 통화 변경,SG Price API,없음
설정,테마설정,낮음,계획,SG개발팀,2,다크/라이트 모드,React/SG Theme,없음
설정,알림설정,중간,계획,SG개발팀,2,거래 알림 설정,SG Notification API,거래기능
백업복구,클라우드백업,중간,계획,SG개발팀,4,암호화된 클라우드 백업,SG Cloud/Encryption,지갑백업
백업복구,로컬백업,중간,계획,SG개발팀,2,로컬 파일 백업,SG Storage/File System,지갑백업
백업복구,백업검증,중간,계획,SG개발팀,2,백업 파일 무결성 검증,SG Security/Hash,백업기능
분석,포트폴리오분석,낮음,계획,SG개발팀,5,SG 자산 포트폴리오 분석,SG Analytics/Chart.js,잔액조회
분석,수익률계산,낮음,계획,SG개발팀,4,투자 수익률 계산,SG Price API/Analytics,포트폴리오분석
분석,가격차트,낮음,계획,SG개발팀,4,SG 토큰 가격 차트,SG Price API/Chart.js,분석
브라우저연동,dApp연결,중간,계획,SG개발팀,5,SG dApp과 지갑 연결,SG Connect/WalletConnect,지갑관리
브라우저연동,트랜잭션승인,중간,계획,SG개발팀,3,SG dApp 트랜잭션 승인,SG SDK/Transaction,dApp연결
브라우저연동,메시지서명,중간,계획,SG개발팀,2,SG 메시지 서명 기능,SG SDK/Signature,dApp연결
모바일,모바일앱,높음,계획,SG개발팀,15,SG 모바일 네이티브 앱,React Native/SG SDK,웹지갑
모바일,푸시알림,중간,계획,SG개발팀,3,모바일 푸시 알림,SG Push API,모바일앱
모바일,오프라인모드,낮음,계획,SG개발팀,6,오프라인 기능 지원,SG Local Storage,모바일앱
고급기능,멀티시그지갑,낮음,계획,SG개발팀,10,SG 다중 서명 지갑,SG Multisig SDK,지갑관리
고급기능,하드웨어지갑연동,낮음,계획,SG개발팀,8,Ledger/Trezor SG 연동,SG Hardware SDK,보안
고급기능,배치거래,낮음,계획,SG개발팀,6,여러 거래 일괄 처리,SG Batch API,거래기능
거버넌스,투표참여,중간,계획,SG개발팀,4,SG 거버넌스 투표,SG Governance SDK,지갑관리
거버넌스,제안조회,중간,계획,SG개발팀,3,거버넌스 제안 조회,SG Governance API,투표참여
거버넌스,투표내역,낮음,계획,SG개발팀,2,과거 투표 내역 조회,SG Governance API,투표참여
SG생태계,SG마켓플레이스,중간,계획,SG개발팀,6,SG NFT 마켓플레이스 연동,SG Marketplace API,NFT기능
SG생태계,SG게임연동,중간,계획,SG개발팀,5,SG 게임 플랫폼 연동,SG Gaming API,지갑관리
SG생태계,SG소셜기능,낮음,계획,SG개발팀,4,SG 소셜 네트워크 기능,SG Social API,지갑관리
지원,고객지원,중간,계획,SG개발팀,3,FAQ 및 고객 지원,React/SG Support,없음
지원,업데이트알림,중간,계획,SG개발팀,2,앱 업데이트 알림,SG Update API,없음
지원,버그리포트,중간,계획,SG개발팀,2,버그 신고 기능,SG Error Tracking,없음 
